Date,Store,Field,Value
20260809,7401: Youngstown OH,Tender: Uber Eats Banda Burrito,40.97
20260809,7401: Youngstown OH,Tender: Uber Eats VR,
20260809,7401: Youngstown OH,Tender: Uber Eats VRM,
20260809,7401: Youngstown OH,Tender: Uber Eats Nathans,
20260809,7401: Youngstown OH,Tender: Grub Hub,
20260809,7401: Youngstown OH,Tender: Grubhub Banda Burrito,
20260809,7401: Youngstown OH,Tender: Grubhub VRB,
20260809,7401: Youngstown OH,Tender: Grubhub VRM,
20260809,7401: Youngstown OH,Tender: QR Pay,
20260809,7401: Youngstown OH,Tender: Online,121.59
20260809,7401: Youngstown OH,Tender: Master Card,90.51
20260809,7401: Youngstown OH,Tender: Visa,89.95
20260809,7401: Youngstown OH,Tender: Discover,
20260809,7401: Youngstown OH,Tender: Debit,518.66
20260809,7401: Youngstown OH,Tender: American Express,
20260809,7401: Youngstown OH,Tender: Gift Card,
20260809,7401: Youngstown OH,Tender: Cash,271.77
20260809,7401: Youngstown OH,Credit Tips Paid,89.15
20260809,7401: Youngstown OH,Cash Paid Outs - Non Adjusting,
20260809,7401: Youngstown OH,Cash Paid Outs - Sales Adjusting,
20260809,7401: Youngstown OH,Online Gross Sales,123.47
20260809,9690: Marietta OH,Net Sales,2955.09
20260809,9690: Marietta OH,Total Sales Tax,193.06
20260809,9690: Marietta OH,Total Discounts,100.69
20260809,9690: Marietta OH,Major Category: Gift Card,
20260809,9690: Marietta OH,Tender: Door Dash,20.38
20260809,9690: Marietta OH,Tender: Doordash Banda Burrito,
20260809,9690: Marietta OH,Tender: Doordash VRB,19.57
20260809,9690: Marietta OH,Tender: Doordash VRM,
20260809,9690: Marietta OH,Tender: Doordash Nathans,
20260809,9690: Marietta OH,Credit Tips Received,299.06
20260809,9690: Marietta OH,Tender: Uber Eats,
20260809,9690: Marietta OH,Tender: Uber Eats Banda Burrito,
20260809,9690: Marietta OH,Tender: Uber Eats VR,
20260809,9690: Marietta OH,Tender: Uber Eats VRM,
20260809,9690: Marietta OH,Tender: Uber Eats Nathans,
20260809,9690: Marietta OH,Tender: Grub Hub,
20260809,9690: Marietta OH,Tender: Grubhub Banda Burrito,
20260809,9690: Marietta OH,Tender: Grubhub VRB,
20260809,9690: Marietta OH,Tender: Grubhub VRM,
20260809,9690: Marietta OH,Tender: QR Pay,479.98
20260809,9690: Marietta OH,Tender: Online,114.90
20260809,9690: Marietta OH,Tender: Master Card,161.03
20260809,9690: Marietta OH,Tender: Visa,683.12
20260809,9690: Marietta OH,Tender: Discover,45.87
20260809,9690: Marietta OH,Tender: Debit,1235.06
20260809,9690: Marietta OH,Tender: American Express,
20260809,9690: Marietta OH,Tender: Gift Card,24.94
20260809,9690: Marietta OH,Tender: Cash,662.36
20260809,9690: Marietta OH,Credit Tips Paid,299.06
20260809,9690: Marietta OH,Cash Paid Outs - Non Adjusting,
20260809,9690: Marietta OH,Cash Paid Outs - Sales Adjusting,
20260809,9690: Marietta OH,Online Gross Sales,
20260809,9697: Findlay OH,Net Sales,5394.85
20260809,9697: Findlay OH,Total Sales Tax,328.47
20260809,9697: Findlay OH,Total Discounts,164.38
20260809,9697: Findlay OH,Major Category: Gift Card,
20260809,9697: Findlay OH,Tender: Door Dash,387.01
20260809,9697: Findlay OH,Tender: Doordash Banda Burrito,
20260809,9697: Findlay OH,Tender: Doordash VRB,110.24
20260809,9697: Findlay OH,Tender: Doordash VRM,107.91
20260809,9697: Findlay OH,Tender: Doordash Nathans,
20260809,9697: Findlay OH,Credit Tips Received,469.25
20260809,9697: Findlay OH,Tender: Uber Eats,17.19
20260809,9697: Findlay OH,Tender: Uber Eats Banda Burrito,
20260809,9697: Findlay OH,Tender: Uber Eats VR,
20260809,9697: Findlay OH,Tender: Uber Eats VRM,
20260809,9697: Findlay OH,Tender: Uber Eats Nathans,
20260809,9697: Findlay OH,Tender: Grub Hub,
20260809,9697: Findlay OH,Tender: Grubhub Banda Burrito,
20260809,9697: Findlay OH,Tender: Grubhub VRB,
20260809,9697: Findlay OH,Tender: Grubhub VRM,
20260809,9697: Findlay OH,Tender: QR Pay,359.18
20260809,9697: Findlay OH,Tender: Online,103.55
20260809,9697: Findlay OH,Tender: Master Card,796.72
20260809,9697: Findlay OH,Tender: Visa,949.48
20260809,9697: Findlay OH,Tender: Discover,210.84
20260809,9697: Findlay OH,Tender: Debit,1765.97
20260809,9697: Findlay OH,Tender: American Express,88.68
20260809,9697: Findlay OH,Tender: Gift Card,43.81
20260809,9697: Findlay OH,Tender: Cash,1251.99
20260809,9697: Findlay OH,Credit Tips Paid,469.25
20260809,9697: Findlay OH,Cash Paid Outs - Non Adjusting,39.33
20260809,9697: Findlay OH,Cash Paid Outs - Sales Adjusting,
20260809,9697: Findlay OH,Online Gross Sales,
20260810,5164: Berkshire OH,Net Sales,2612.71
20260810,5164: Berkshire OH,Total Sales Tax,147.67
20260810,5164: Berkshire OH,Total Discounts,46.05
20260810,5164: Berkshire OH,Major Category: Gift Card,
20260810,5164: Berkshire OH,Tender: Door Dash,44.35
20260810,5164: Berkshire OH,Tender: Doordash Banda Burrito,
20260810,5164: Berkshire OH,Tender: Doordash VRB,89.19
20260810,5164: Berkshire OH,Tender: Doordash VRM,
20260810,5164: Berkshire OH,Tender: Doordash Nathans,
20260810,5164: Berkshire OH,Credit Tips Received,286.36
20260810,5164: Berkshire OH,Tender: Uber Eats,162.11
20260810,5164: Berkshire OH,Tender: Uber Eats Banda Burrito,
20260810,5164: Berkshire OH,Tender: Uber Eats VR,
20260810,5164: Berkshire OH,Tender: Uber Eats VRM,
20260810,5164: Berkshire OH,Tender: Uber Eats Nathans,
20260810,5164: Berkshire OH,Tender: Grub Hub,
20260810,5164: Berkshire OH,Tender: Grubhub Banda Burrito,
20260810,5164: Berkshire OH,Tender: Grubhub VRB,
20260810,5164: Berkshire OH,Tender: Grubhub VRM,
20260810,5164: Berkshire OH,Tender: QR Pay,
20260810,5164: Berkshire OH,Tender: Online,117.61
20260810,5164: Berkshire OH,Tender: Master Card,565.60
20260810,5164: Berkshire OH,Tender: Visa,992.58
20260810,5164: Berkshire OH,Tender: Discover,22.44
20260810,5164: Berkshire OH,Tender: Debit,441.53
20260810,5164: Berkshire OH,Tender: American Express,
20260810,5164: Berkshire OH,Tender: Gift Card,7.53
20260810,5164: Berkshire OH,Tender: Cash,603.80
20260810,5164: Berkshire OH,Credit Tips Paid,488.09
20260810,5164: Berkshire OH,Cash Paid Outs - Non Adjusting,
20260810,5164: Berkshire OH,Cash Paid Outs - Sales Adjusting,
20260810,5164: Berkshire OH,Online Gross Sales,114.34
20260810,5165: Perrysburg OH,Net Sales,2009.63
20260810,5165: Perrysburg OH,Total Sales Tax,114.59
20260810,5165: Perrysburg OH,Total Discounts,66.36
20260810,5165: Perrysburg OH,Major Category: Gift Card,
20260810,5165: Perrysburg OH,Tender: Door Dash,70.03
20260810,5165: Perrysburg OH,Tender: Doordash Banda Burrito,
20260810,5165: Perrysburg OH,Tender: Doordash VRB,
20260810,5165: Perrysburg OH,Tender: Doordash VRM,
20260810,5165: Perrysburg OH,Tender: Doordash Nathans,
20260810,5165: Perrysburg OH,Credit Tips Received,251.71
20260810,5165: Perrysburg OH,Tender: Uber Eats,25.65
20260810,5165: Perrysburg OH,Tender: Uber Eats Banda Burrito,
20260810,5165: Perrysburg OH,Tender: Uber Eats VR,
20260810,5165: Perrysburg OH,Tender: Uber Eats VRM,
20260810,5165: Perrysburg OH,Tender: Uber Eats Nathans,
20260810,5165: Perrysburg OH,Tender: Grub Hub,
20260810,5165: Perrysburg OH,Tender: Grubhub Banda Burrito,
20260810,5165: Perrysburg OH,Tender: Grubhub VRB,
20260810,5165: Perrysburg OH,Tender: Grubhub VRM,
20260810,5165: Perrysburg OH,Tender: QR Pay,
20260810,5165: Perrysburg OH,Tender: Online,42.43
20260810,5165: Perrysburg OH,Tender: Master Card,545.02
20260810,5165: Perrysburg OH,Tender: Visa,735.14
20260810,5165: Perrysburg OH,Tender: Discover,37.50
20260810,5165: Perrysburg OH,Tender: Debit,329.06
20260810,5165: Perrysburg OH,Tender: American Express,
20260810,5165: Perrysburg OH,Tender: Gift Card,
20260810,5165: Perrysburg OH,Tender: Cash,591.10
20260810,5165: Perrysburg OH,Credit Tips Paid,259.10
20260810,5165: Perrysburg OH,Cash Paid Outs - Non Adjusting,
20260810,5165: Perrysburg OH,Cash Paid Outs - Sales Adjusting,
20260810,5165: Perrysburg OH,Online Gross Sales,39.43
20260810,5166: Jeffersonville OH,Net Sales,2388.61
20260810,5166: Jeffersonville OH,Total Sales Tax,142.34
20260810,5166: Jeffersonville OH,Total Discounts,95.28
20260810,5166: Jeffersonville OH,Major Category: Gift Card,
20260810,5166: Jeffersonville OH,Tender: Door Dash,
20260810,5166: Jeffersonville OH,Tender: Doordash Banda Burrito,
20260810,5166: Jeffersonville OH,Tender: Doordash VRB,20.17
20260810,5166: Jeffersonville OH,Tender: Doordash VRM,
20260810,5166: Jeffersonville OH,Tender: Doordash Nathans,
20260810,5166: Jeffersonville OH,Credit Tips Received,333.54
20260810,5166: Jeffersonville OH,Tender: Uber Eats,
20260810,5166: Jeffersonville OH,Tender: Uber Eats Banda Burrito,
20260810,5166: Jeffersonville OH,Tender: Uber Eats VR,
20260810,5166: Jeffersonville OH,Tender: Uber Eats VRM,
20260810,5166: Jeffersonville OH,Tender: Uber Eats Nathans,
20260810,5166: Jeffersonville OH,Tender: Grub Hub,
20260810,5166: Jeffersonville OH,Tender: Grubhub Banda Burrito,
20260810,5166: Jeffersonville OH,Tender: Grubhub VRB,
20260810,5166: Jeffersonville OH,Tender: Grubhub VRM,
20260810,5166: Jeffersonville OH,Tender: QR Pay,
20260810,5166: Jeffersonville OH,Tender: Online,108.26
20260810,5166: Jeffersonville OH,Tender: Master Card,605.27
20260810,5166: Jeffersonville OH,Tender: Visa,1125.93
20260810,5166: Jeffersonville OH,Tender: Discover,
20260810,5166: Jeffersonville OH,Tender: Debit,473.31
20260810,5166: Jeffersonville OH,Tender: American Express,43.38
20260810,5166: Jeffersonville OH,Tender: Gift Card,
20260810,5166: Jeffersonville OH,Tender: Cash,488.17
20260810,5166: Jeffersonville OH,Credit Tips Paid,329.76
20260810,5166: Jeffersonville OH,Cash Paid Outs - Non Adjusting,
20260810,5166: Jeffersonville OH,Cash Paid Outs - Sales Adjusting,
20260810,5166: Jeffersonville OH,Online Gross Sales,100.15
20260810,5167: Elizabethtown KY,Net Sales,1955.06
20260810,5167: Elizabethtown KY,Total Sales Tax,158.76
20260810,5167: Elizabethtown KY,Total Discounts,93.00
20260810,5167: Elizabethtown KY,Major Category: Gift Card,
20260810,5167: Elizabethtown KY,Tender: Door Dash,62.40
20260810,5167: Elizabethtown KY,Tender: Doordash Banda Burrito,
20260810,5167: Elizabethtown KY,Tender: Doordash VRB,
20260810,5167: Elizabethtown KY,Tender: Doordash VRM,21.40
20260810,5167: Elizabethtown KY,Tender: Doordash Nathans,
20260810,5167: Elizabethtown KY,Credit Tips Received,192.89
20260810,5167: Elizabethtown KY,Tender: Uber Eats,
20260810,5167: Elizabethtown KY,Tender: Uber Eats Banda Burrito,
20260810,5167: Elizabethtown KY,Tender: Uber Eats VR,
20260810,5167: Elizabethtown KY,Tender: Uber Eats VRM,
20260810,5167: Elizabethtown KY,Tender: Uber Eats Nathans,
20260810,5167: Elizabethtown KY,Tender: Grub Hub,
20260810,5167: Elizabethtown KY,Tender: Grubhub Banda Burrito,
20260810,5167: Elizabethtown KY,Tender: Grubhub VRB,
20260810,5167: Elizabethtown KY,Tender: Grubhub VRM,
20260810,5167: Elizabethtown KY,Tender: QR Pay,
20260810,5167: Elizabethtown KY,Tender: Online,33.23
20260810,5167: Elizabethtown KY,Tender: Master Card,342.32
20260810,5167: Elizabethtown KY,Tender: Visa,857.30
20260810,5167: Elizabethtown KY,Tender: Discover,29.90
20260810,5167: Elizabethtown KY,Tender: Debit,315.43
20260810,5167: Elizabethtown KY,Tender: American Express,59.93
20260810,5167: Elizabethtown KY,Tender: Gift Card,15.75
20260810,5167: Elizabethtown KY,Tender: Cash,569.05
20260810,5167: Elizabethtown KY,Credit Tips Paid,188.46
20260810,5167: Elizabethtown KY,Cash Paid Outs - Non Adjusting,
20260810,5167: Elizabethtown KY,Cash Paid Outs - Sales Adjusting,
20260810,5167: Elizabethtown KY,Online Gross Sales,29.47
20260810,5168: Catlettsburg KY,Net Sales,1639.20
20260810,5168: Catlettsburg KY,Total Sales Tax,98.36
20260810,5168: Catlettsburg KY,Total Discounts,29.69
20260810,5168: Catlettsburg KY,Major Category: Gift Card,
20260810,5168: Catlettsburg KY,Tender: Door Dash,42.99
20260810,5168: Catlettsburg KY,Tender: Doordash Banda Burrito,
20260810,5168: Catlettsburg KY,Tender: Doordash VRB,
20260810,5168: Catlettsburg KY,Tender: Doordash VRM,
20260810,5168: Catlettsburg KY,Tender: Doordash Nathans,
20260810,5168: Catlettsburg KY,Credit Tips Received,165.04
20260810,5168: Catlettsburg KY,Tender: Uber Eats,32.09
20260810,5168: Catlettsburg KY,Tender: Uber Eats Banda Burrito,
20260810,5168: Catlettsburg KY,Tender: Uber Eats VR,
20260810,5168: Catlettsburg KY,Tender: Uber Eats VRM,
20260810,5168: Catlettsburg KY,Tender: Uber Eats Nathans,
20260810,5168: Catlettsburg KY,Tender: Grub Hub,
20260810,5168: Catlettsburg KY,Tender: Grubhub Banda Burrito,
20260810,5168: Catlettsburg KY,Tender: Grubhub VRB,
20260810,5168: Catlettsburg KY,Tender: Grubhub VRM,
20260810,5168: Catlettsburg KY,Tender: QR Pay,
20260810,5168: Catlettsburg KY,Tender: Online,38.78
20260810,5168: Catlettsburg KY,Tender: Master Card,192.39
20260810,5168: Catlettsburg KY,Tender: Visa,652.41
20260810,5168: Catlettsburg KY,Tender: Discover,136.65
20260810,5168: Catlettsburg KY,Tender: Debit,331.19
20260810,5168: Catlettsburg KY,Tender: American Express,
20260810,5168: Catlettsburg KY,Tender: Gift Card,
20260810,5168: Catlettsburg KY,Tender: Cash,476.10
20260810,5168: Catlettsburg KY,Credit Tips Paid,149.33
20260810,5168: Catlettsburg KY,Cash Paid Outs - Non Adjusting,97.91
20260810,5168: Catlettsburg KY,Cash Paid Outs - Sales Adjusting,
20260810,5168: Catlettsburg KY,Online Gross Sales,34.45
20260810,5169: Columbus OH,Net Sales,
20260810,5169: Columbus OH,Total Sales Tax,
20260810,5169: Columbus OH,Total Discounts,
20260810,5169: Columbus OH,Major Category: Gift Card,
20260810,5169: Columbus OH,Tender: Door Dash,
20260810,5169: Columbus OH,Tender: Doordash Banda Burrito,
20260810,5169: Columbus OH,Tender: Doordash VRB,
20260810,5169: Columbus OH,Tender: Doordash VRM,
20260810,5169: Columbus OH,Tender: Doordash Nathans,
20260810,5169: Columbus OH,Credit Tips Received,
20260810,5169: Columbus OH,Tender: Uber Eats,
20260810,5169: Columbus OH,Tender: Uber Eats Banda Burrito,
20260810,5169: Columbus OH,Tender: Uber Eats VR,
20260810,5169: Columbus OH,Tender: Uber Eats VRM,
20260810,5169: Columbus OH,Tender: Uber Eats Nathans,
20260810,5169: Columbus OH,Tender: Grub Hub,
20260810,5169: Columbus OH,Tender: Grubhub Banda Burrito,
20260810,5169: Columbus OH,Tender: Grubhub VRB,
20260810,5169: Columbus OH,Tender: Grubhub VRM,
20260810,5169: Columbus OH,Tender: QR Pay,
20260810,5169: Columbus OH,Tender: Online,
20260810,5169: Columbus OH,Tender: Master Card,
20260810,5169: Columbus OH,Tender: Visa,
20260810,5169: Columbus OH,Tender: Discover,
20260810,5169: Columbus OH,Tender: Debit,
20260810,5169: Columbus OH,Tender: American Express,
20260810,5169: Columbus OH,Tender: Gift Card,
20260810,5169: Columbus OH,Tender: Cash,
20260810,5169: Columbus OH,Credit Tips Paid,
20260810,5169: Columbus OH,Cash Paid Outs - Non Adjusting,
20260810,5169: Columbus OH,Cash Paid Outs - Sales Adjusting,
20260810,5169: Columbus OH,Online Gross Sales,
20260810,7401: Youngstown OH,Net Sales,2244.01
20260810,7401: Youngstown OH,Total Sales Tax,93.77
20260810,7401: Youngstown OH,Total Discounts,97.72
20260810,7401: Youngstown OH,Major Category: Gift Card,
20260810,7401: Youngstown OH,Tender: Door Dash,223.60
20260810,7401: Youngstown OH,Tender: Doordash Banda Burrito,25.73
20260810,7401: Youngstown OH,Tender: Doordash VRB,
20260810,7401: Youngstown OH,Tender: Doordash VRM,69.23
20260810,7401: Youngstown OH,Tender: Doordash Nathans,30.47
20260810,7401: Youngstown OH,Credit Tips Received,126.96
20260810,7401: Youngstown OH,Tender: Uber Eats,30.26
20260810,7401: Youngstown OH,Tender: Uber Eats Banda Burrito,
20260810,7401: Youngstown OH,Tender: Uber Eats VR,
20260810,7401: Youngstown OH,Tender: Uber Eats VRM,
20260810,7401: Youngstown OH,Tender: Uber Eats Nathans,
20260810,7401: Youngstown OH,Tender: Grub Hub,86.69
20260810,7401: Youngstown OH,Tender: Grubhub Banda Burrito,
20260810,7401: Youngstown OH,Tender: Grubhub VRB,
20260810,7401: Youngstown OH,Tender: Grubhub VRM,34.08
20260810,7401: Youngstown OH,Tender: QR Pay,
20260810,7401: Youngstown OH,Tender: Online,122.27
20260810,7401: Youngstown OH,Tender: Master Card,234.22
20260810,7401: Youngstown OH,Tender: Visa,262.50
20260810,7401: Youngstown OH,Tender: Discover,32.16
20260810,7401: Youngstown OH,Tender: Debit,633.60
20260810,7401: Youngstown OH,Tender: American Express,
20260810,7401: Youngstown OH,Tender: Gift Card,
20260810,7401: Youngstown OH,Tender: Cash,679.93
20260810,7401: Youngstown OH,Credit Tips Paid,126.96
20260810,7401: Youngstown OH,Cash Paid Outs - Non Adjusting,
20260810,7401: Youngstown OH,Cash Paid Outs - Sales Adjusting,
20260810,7401: Youngstown OH,Online Gross Sales,125.93
20260810,9690: Marietta OH,Net Sales,1412.00
20260810,9690: Marietta OH,Total Sales Tax,75.59
20260810,9690: Marietta OH,Total Discounts,110.28
20260810,9690: Marietta OH,Major Category: Gift Card,
20260810,9690: Marietta OH,Tender: Door Dash,181.64
20260810,9690: Marietta OH,Tender: Doordash Banda Burrito,
20260810,9690: Marietta OH,Tender: Doordash VRB,34.95
20260810,9690: Marietta OH,Tender: Doordash VRM,
20260810,9690: Marietta OH,Tender: Doordash Nathans,
20260810,9690: Marietta OH,Credit Tips Received,74.57
20260810,9690: Marietta OH,Tender: Uber Eats,
20260810,9690: Marietta OH,Tender: Uber Eats Banda Burrito,
20260810,9690: Marietta OH,Tender: Uber Eats VR,
20260810,9690: Marietta OH,Tender: Uber Eats VRM,
20260810,9690: Marietta OH,Tender: Uber Eats Nathans,
20260810,9690: Marietta OH,Tender: Grub Hub,21.18
20260810,9690: Marietta OH,Tender: Grubhub Banda Burrito,
20260810,9690: Marietta OH,Tender: Grubhub VRB,
20260810,9690: Marietta OH,Tender: Grubhub VRM,
20260810,9690: Marietta OH,Tender: QR Pay,
20260810,9690: Marietta OH,Tender: Online,16.23
20260810,9690: Marietta OH,Tender: Master Card,163.10
20260810,9690: Marietta OH,Tender: Visa,280.87
20260810,9690: Marietta OH,Tender: Discover,46.30
20260810,9690: Marietta OH,Tender: Debit,266.02
20260810,9690: Marietta OH,Tender: American Express,
20260810,9690: Marietta OH,Tender: Gift Card,26.15
20260810,9690: Marietta OH,Tender: Cash,525.72
20260810,9690: Marietta OH,Credit Tips Paid,50.57
20260810,9690: Marietta OH,Cash Paid Outs - Non Adjusting,
20260810,9690: Marietta OH,Cash Paid Outs - Sales Adjusting,
20260810,9690: Marietta OH,Online Gross Sales,
20260810,9697: Findlay OH,Net Sales,2796.13
20260810,9697: Findlay OH,Total Sales Tax,156.29
20260810,9697: Findlay OH,Total Discounts,66.45
20260810,9697: Findlay OH,Major Category: Gift Card,
20260810,9697: Findlay OH,Tender: Door Dash,279.49
20260810,9697: Findlay OH,Tender: Doordash Banda Burrito,
20260810,9697: Findlay OH,Tender: Doordash VRB,75.10
20260810,9697: Findlay OH,Tender: Doordash VRM,154.48
20260810,9697: Findlay OH,Tender: Doordash Nathans,
20260810,9697: Findlay OH,Credit Tips Received,211.08
20260810,9697: Findlay OH,Tender: Uber Eats,
20260810,9697: Findlay OH,Tender: Uber Eats Banda Burrito,
20260810,9697: Findlay OH,Tender: Uber Eats VR,
20260810,9697: Findlay OH,Tender: Uber Eats VRM,
20260810,9697: Findlay OH,Tender: Uber Eats Nathans,
20260810,9697: Findlay OH,Tender: Grub Hub,
20260810,9697: Findlay OH,Tender: Grubhub Banda Burrito,
20260810,9697: Findlay OH,Tender: Grubhub VRB,
20260810,9697: Findlay OH,Tender: Grubhub VRM,
20260810,9697: Findlay OH,Tender: QR Pay,89.83
20260810,9697: Findlay OH,Tender: Online,85.81
20260810,9697: Findlay OH,Tender: Master Card,431.57
20260810,9697: Findlay OH,Tender: Visa,456.78
20260810,9697: Findlay OH,Tender: Discover,
20260810,9697: Findlay OH,Tender: Debit,721.68
20260810,9697: Findlay OH,Tender: American Express,71.23
20260810,9697: Findlay OH,Tender: Gift Card,25.00
20260810,9697: Findlay OH,Tender: Cash,772.53
20260810,9697: Findlay OH,Credit Tips Paid,212.53
20260810,9697: Findlay OH,Cash Paid Outs - Non Adjusting,
20260810,9697: Findlay OH,Cash Paid Outs - Sales Adjusting,
20260810,9697: Findlay OH,Online Gross Sales,
20260811,5164: Berkshire OH,Net Sales,2682.49
20260811,5164: Berkshire OH,Total Sales Tax,140.81
20260811,5164: Berkshire OH,Total Discounts,64.75
20260811,5164: Berkshire OH,Major Category: Gift Card,
20260811,5164: Berkshire OH,Tender: Door Dash,12.78
20260811,5164: Berkshire OH,Tender: Doordash Banda Burrito,
20260811,5164: Berkshire OH,Tender: Doordash VRB,49.74
20260811,5164: Berkshire OH,Tender: Doordash VRM,
20260811,5164: Berkshire OH,Tender: Doordash Nathans,
20260811,5164: Berkshire OH,Credit Tips Received,306.36
20260811,5164: Berkshire OH,Tender: Uber Eats,106.60
20260811,5164: Berkshire OH,Tender: Uber Eats Banda Burrito,
20260811,5164: Berkshire OH,Tender: Uber Eats VR,
20260811,5164: Berkshire OH,Tender: Uber Eats VRM,
20260811,5164: Berkshire OH,Tender: Uber Eats Nathans,
20260811,5164: Berkshire OH,Tender: Grub Hub,51.15
20260811,5164: Berkshire OH,Tender: Grubhub Banda Burrito,
20260811,5164: Berkshire OH,Tender: Grubhub VRB,
20260811,5164: Berkshire OH,Tender: Grubhub VRM,
20260811,5164: Berkshire OH,Tender: QR Pay,
20260811,5164: Berkshire OH,Tender: Online,103.21
20260811,5164: Berkshire OH,Tender: Master Card,497.32
20260811,5164: Berkshire OH,Tender: Visa,1039.42
20260811,5164: Berkshire OH,Tender: Discover,88.08
20260811,5164: Berkshire OH,Tender: Debit,557.77
20260811,5164: Berkshire OH,Tender: American Express,66.20
20260811,5164: Berkshire OH,Tender: Gift Card,
20260811,5164: Berkshire OH,Tender: Cash,557.39
20260811,5164: Berkshire OH,Credit Tips Paid,398.68
20260811,5164: Berkshire OH,Cash Paid Outs - Non Adjusting,37.21
20260811,5164: Berkshire OH,Cash Paid Outs - Sales Adjusting,
20260811,5164: Berkshire OH,Online Gross Sales,103.22
20260811,5165: Perrysburg OH,Net Sales,2299.75
20260811,5165: Perrysburg OH,Total Sales Tax,118.12
20260811,5165: Perrysburg OH,Total Discounts,84.30
20260811,5165: Perrysburg OH,Major Category: Gift Card,
20260811,5165: Perrysburg OH,Tender: Door Dash,62.13
20260811,5165: Perrysburg OH,Tender: Doordash Banda Burrito,
20260811,5165: Perrysburg OH,Tender: Doordash VRB,
20260811,5165: Perrysburg OH,Tender: Doordash VRM,
20260811,5165: Perrysburg OH,Tender: Doordash Nathans,
20260811,5165: Perrysburg OH,Credit Tips Received,334.04
20260811,5165: Perrysburg OH,Tender: Uber Eats,40.46
20260811,5165: Perrysburg OH,Tender: Uber Eats Banda Burrito,
20260811,5165: Perrysburg OH,Tender: Uber Eats VR,
20260811,5165: Perrysburg OH,Tender: Uber Eats VRM,
20260811,5165: Perrysburg OH,Tender: Uber Eats Nathans,
20260811,5165: Perrysburg OH,Tender: Grub Hub,
20260811,5165: Perrysburg OH,Tender: Grubhub Banda Burrito,
20260811,5165: Perrysburg OH,Tender: Grubhub VRB,
20260811,5165: Perrysburg OH,Tender: Grubhub VRM,
20260811,5165: Perrysburg OH,Tender: QR Pay,
20260811,5165: Perrysburg OH,Tender: Online,149.83
20260811,5165: Perrysburg OH,Tender: Master Card,412.13
20260811,5165: Perrysburg OH,Tender: Visa,1097.01
20260811,5165: Perrysburg OH,Tender: Discover,36.31
20260811,5165: Perrysburg OH,Tender: Debit,436.21
20260811,5165: Perrysburg OH,Tender: American Express,80.46
20260811,5165: Perrysburg OH,Tender: Gift Card,
20260811,5165: Perrysburg OH,Tender: Cash,437.37
20260811,5165: Perrysburg OH,Credit Tips Paid,302.59
20260811,5165: Perrysburg OH,Cash Paid Outs - Non Adjusting,41.26
20260811,5165: Perrysburg OH,Cash Paid Outs - Sales Adjusting,
20260811,5165: Perrysburg OH,Online Gross Sales,153.84
20260811,5166: Jeffersonville OH,Net Sales,2202.72
20260811,5166: Jeffersonville OH,Total Sales Tax,122.42
20260811,5166: Jeffersonville OH,Total Discounts,38.38
20260811,5166: Jeffersonville OH,Major Category: Gift Card,
20260811,5166: Jeffersonville OH,Tender: Door Dash,29.65
20260811,5166: Jeffersonville OH,Tender: Doordash Banda Burrito,
20260811,5166: Jeffersonville OH,Tender: Doordash VRB,
20260811,5166: Jeffersonville OH,Tender: Doordash VRM,
20260811,5166: Jeffersonville OH,Tender: Doordash Nathans,
20260811,5166: Jeffersonville OH,Credit Tips Received,285.73
20260811,5166: Jeffersonville OH,Tender: Uber Eats,
20260811,5166: Jeffersonville OH,Tender: Uber Eats Banda Burrito,
20260811,5166: Jeffersonville OH,Tender: Uber Eats VR,
20260811,5166: Jeffersonville OH,Tender: Uber Eats VRM,
20260811,5166: Jeffersonville OH,Tender: Uber Eats Nathans,
20260811,5166: Jeffersonville OH,Tender: Grub Hub,
20260811,5166: Jeffersonville OH,Tender: Grubhub Banda Burrito,
20260811,5166: Jeffersonville OH,Tender: Grubhub VRB,
20260811,5166: Jeffersonville OH,Tender: Grubhub VRM,
20260811,5166: Jeffersonville OH,Tender: QR Pay,
20260811,5166: Jeffersonville OH,Tender: Online,60.73
20260811,5166: Jeffersonville OH,Tender: Master Card,732.49
20260811,5166: Jeffersonville OH,Tender: Visa,1115.67
20260811,5166: Jeffersonville OH,Tender: Discover,
20260811,5166: Jeffersonville OH,Tender: Debit,166.85
20260811,5166: Jeffersonville OH,Tender: American Express,63.35
20260811,5166: Jeffersonville OH,Tender: Gift Card,
20260811,5166: Jeffersonville OH,Tender: Cash,442.13
20260811,5166: Jeffersonville OH,Credit Tips Paid,289.51
20260811,5166: Jeffersonville OH,Cash Paid Outs - Non Adjusting,
20260811,5166: Jeffersonville OH,Cash Paid Outs - Sales Adjusting,
20260811,5166: Jeffersonville OH,Online Gross Sales,55.22
20260811,5167: Elizabethtown KY,Net Sales,2404.31
20260811,5167: Elizabethtown KY,Total Sales Tax,195.23
20260811,5167: Elizabethtown KY,Total Discounts,146.01
20260811,5167: Elizabethtown KY,Major Category: Gift Card,
20260811,5167: Elizabethtown KY,Tender: Door Dash,66.77
20260811,5167: Elizabethtown KY,Tender: Doordash Banda Burrito,
20260811,5167: Elizabethtown KY,Tender: Doordash VRB,38.02
20260811,5167: Elizabethtown KY,Tender: Doordash VRM,
20260811,5167: Elizabethtown KY,Tender: Doordash Nathans,
20260811,5167: Elizabethtown KY,Credit Tips Received,255.16
20260811,5167: Elizabethtown KY,Tender: Uber Eats,
